title,vote_count,vote_average
Hungarian Rhapsody,2.0,8.5
The Confrontation,2.0,6.5
Winter Wind,1.0,10.0
Moses and Aaron,1.0,5.0
Paths of the Soul,5.0,7.8
Blues Story,2.0,4.0
The Perfect Wedding,2.0,7.5
Alice Through the Looking Glass,1782.0,6.5
Chasing Leprechauns,1.0,6.0
Valentine Ever After,7.0,6.9
Debbie Macomber's Dashing Through the Snow,4.0,6.8
Midnight Masquerade,6.0,5.0
Bridal Wave,13.0,6.4
Surprised by Love,7.0,6.3
All of My Heart,12.0,6.3
The BFG,1026.0,6.0
The Store,2.0,6.0
Jack,1.0,7.0
Wild,18.0,6.4
My Scientology Movie,105.0,6.6
Louis Theroux: Transgender Kids,5.0,6.6
Louis Theroux: By Reason of Insanity,3.0,7.3
Louis Theroux: Extreme Love - Autism,6.0,6.7
Louis Theroux: America's Most Dangerous Pets,5.0,7.8
Louis Theroux: The Ultra Zionists,10.0,6.3
Louis Theroux: Law and Disorder in Lagos,6.0,7.1
Louis Theroux: America's Medicated Kids,13.0,6.8
Louis Theroux: A Place for Paedophiles,16.0,6.9
Louis Theroux: Law and Disorder in Philadelphia,11.0,7.4
Louis Theroux's African Hunting Holiday,9.0,7.1
Louis Theroux: Behind Bars,15.0,7.5
Louis Theroux: Under The Knife,10.0,7.0
Louis Theroux: Gambling in Las Vegas,12.0,6.8
Sausage Party,2310.0,5.6
Singh is Bling,21.0,5.7
The Letter Writer,8.0,7.8
Love by Chance,19.0,5.5
All Yours,5.0,4.6
The Bridge Part 2,7.0,5.6
All Things Valentine,6.0,6.8
Dater's Handbook,3.0,5.7
Unleashing Mr. Darcy,16.0,4.1
Flower Shop Mystery: Mum's the Word,7.0,7.1
Love on the Sidelines,12.0,5.8
Love's Complicated,3.0,6.0
Love in Paradise,2.0,1.8
Autumn Dreams,14.0,6.9
Love on the Air,6.0,7.7
A Country Wedding,14.0,6.8
A Novel Romance,17.0,6.3
One Christmas Eve,3.0,4.7
The Nine Lives of Christmas,16.0,6.7
One Starry Christmas,9.0,6.7
Perfect on Paper,2.0,4.0
When Sparks Fly,7.0,5.0
Mom's Day Away,2.0,4.0
A Lesson in Romance,2.0,4.0
A Ring by Spring,5.0,5.4
Finding Christmas,9.0,7.0
Catch a Christmas Star,9.0,5.7
A Very Merry Mix-Up,24.0,5.9
Snow Bride,18.0,6.6
"Tom, Dick and Harriet",4.0,4.4
Be My Valentine,6.0,4.9
Help for the Holidays,9.0,5.4
Come Dance with Me,2.0,6.0
A Bride for Christmas,17.0,5.6
Hitched for the Holidays,13.0,6.1
Strawberry Summer,4.0,5.3
A Taste of Romance,8.0,6.3
Fixing Pete,4.0,3.8
Annie Claus is Coming to Town,8.0,5.9
Cinema's Exiles: From Hitler to Hollywood,0.0,0.0
Me casé con un boludo,12.0,6.0
Kill Command,203.0,5.2
Pollyanna,2.0,6.0
The Eyes of My Mother,93.0,6.1
The Magnificient Cuckold,3.0,6.8
Captain Fantastic,1569.0,7.9
Property Is No Longer a Theft,5.0,7.4
Alone in the Wilderness Part II,9.0,7.6
Toni Erdmann,270.0,7.3
Neruda,58.0,6.1
Next of Kin,12.0,6.8
The Magic City,2.0,7.0
Fast Girls,28.0,5.8
Criminal Court,3.0,5.7
Mystery in Mexico,2.0,5.8
Three Secrets,3.0,5.5
The Captive City,2.0,6.0
So Big,1.0,5.0
Rooftops,3.0,4.3
My Beautiful Broken Brain,23.0,7.2
Mission Impossible: Samurai,3.0,6.0
An Open Secret,10.0,7.0
Adolf Hitler: The Greatest Story Never Told,13.0,5.5
Marching to Zion,4.0,4.5
The Scandalous Lady W,21.0,6.0
Himiko,2.0,7.5
The Philadelphia Experiment,42.0,4.4
Dementia,16.0,4.3
Falling Leaves,5.0,4.0
There Once Was a Singing Blackbird,5.0,5.8
Scream of the Ants,1.0,5.0
Place de la République,3.0,6.3
The Brainwashing of My Dad,3.0,6.0
"Live Once, Die Twice",2.0,1.5
Second Nature,2.0,5.3
One Way Out,4.0,4.0
The Pilot's Wife,0.0,0.0
In Her Line of Fire,9.0,3.3
Blind Side,3.0,3.2
Emmanuelle 2000: Emmanuelle's Intimate Encounters,2.0,3.5
The Midnight Man,7.0,6.4
The Wailing,257.0,7.2
Cold Sweat,1.0,5.0
Jai Gangaajal,8.0,4.9
Ranma ½,2.0,6.0
Comedy of the Strict Regime,2.0,4.0
Fear Itself,8.0,6.4
A Great Wall,0.0,0.0
Annie's Point,1.0,5.0
The Meddler,89.0,6.0
Doomsday Machine,5.0,4.3
Les Invités de mon père,21.0,6.1
Finding Mr. Right,42.0,6.3
Finding Mr. Right 2,9.0,5.0
The Beast,1.0,8.0
I Am Thor,3.0,8.7
The Last Straight Man,7.0,5.6
Now You See Me 2,3362.0,6.7
Southwest of Salem: The Story of the San Antonio Four,3.0,6.3
The Apology,1.0,2.5
The Masked Saint,8.0,2.6
Colin Quinn: Unconstitutional,2.0,6.0
I'm Brent Morin,8.0,7.4
Perlasca: The Courage of a Just Man,3.0,5.3
Bill Hicks: Totally Bill Hicks,10.0,7.5
Benedict Arnold: A Question of Honor,0.0,0.0
The Curse of Sleeping Beauty,46.0,4.0
Highly Strung,0.0,0.0
Chongqing Hot Pot,16.0,6.2
Ken,2.0,9.0
Niceland (Population. 1.000.002),1.0,5.0
Another State of Mind,3.0,5.8
Catching Out,2.0,7.8
Multiple SIDosis,1.0,5.0
I-Be Area,0.0,0.0
Emperor Tomato Ketchup,6.0,6.5
Visions of Frank,0.0,0.0
The Viking,0.0,0.0
Green Legend Ran,0.0,0.0
Anarchism in America,3.0,5.5
Plastic Utopia,1.0,8.0
Dennis,12.0,6.1
Sikumi (On The Ice),2.0,5.0
So Is This,3.0,8.0
Rescued by Rover,11.0,6.7
Ten Years,5.0,7.2
The Land Before Time XIV: Journey of the Brave,12.0,7.6
The Division: Agent Origins,27.0,6.3
Remainder,11.0,6.6
There Will Come Soft Rains,7.0,7.0
Ali Wong: Baby Cobra,21.0,8.0
The Other Side of the Wind,1.0,0.0
Bodysong,2.0,5.0
Bytte Bytte Købmand,2.0,6.5
Crush the Skull,12.0,6.7
Once I Was a Beehive,18.0,6.3
The Tag-Along,15.0,5.3
King Jack,34.0,6.9
The Strange House,8.0,5.5
"Johnny Cash: The Man, His World, His Music",1.0,6.0
Supergator,8.0,6.4
The Extraordinary Voyage,21.0,7.6
Pieces of Talent,8.0,6.6
Julieta,246.0,7.0
Café Society,826.0,6.4
"I, Daniel Blake",264.0,7.7
Don't Hang Up,3.0,5.3
War and Peace,7.0,5.6
Toilet Stories,2.0,5.5
Bruce Lee: The Legend,19.0,8.9
I Touched All Your Stuff,2.0,7.0
Gulaab Gang,4.0,7.8
Amongst White Clouds,3.0,6.8
Slightly Single in L.A.,15.0,4.2
The Chronicles of Evil,13.0,7.0
Umrika,17.0,5.8
The Identity Theft of Mitch Mustain,3.0,7.3
Mission to Lars,7.0,6.4
Bad Guys Always Die,10.0,5.3
The Pack,38.0,5.2
Mad Tiger,0.0,0.0
My Skinny Sister,15.0,7.0
Granny's Dancing on the Table,1.0,5.0
There Should Be Rules,1.0,5.0
Flocking,5.0,6.8
Eternal Summer,6.0,6.1
Alena,3.0,5.0
Young Sophie Bell,2.0,6.0
Flogsta Heaven,0.0,0.0
Girls Lost,6.0,6.0
Best Wishes from Missangertrask,1.0,5.0
Miraklet i Viskan,1.0,5.0
LasseMajas detektivbyrå - Stella Nostra,1.0,5.0
6A,0.0,0.0
A Serious Game,2.0,8.0
The Yard,2.0,5.0
Life in a Fishbowl,6.0,7.6
Tears of Stone,1.0,5.0
As in Heaven,1.0,7.0
High Tide,0.0,0.0
I'm the One You Want,2.0,7.5
Violent,1.0,6.0
Lecture 21,4.0,6.0
Someone to Run With,2.0,8.5
The Orheim Company,8.0,6.3
Only Clouds Move the Stars,4.0,7.8
Hagbard and Signe,3.0,5.0
Den siste Fleksnes,2.0,6.5
The Angel,1.0,5.0
Falling Sky,2.0,5.5
Grand Hotel,5.0,3.9
Death Is a Caress,2.0,6.0
Returning Home,2.0,6.0
Beyond Sleep,2.0,6.5
Beatles,3.0,7.0
The Day Will Come,15.0,8.2
The Olsen Gang Sees Red,14.0,7.7
Harry and the Butler,3.0,8.0
Cannibal Fog,0.0,0.0
Zappa,14.0,7.3
Twist and Shout,8.0,6.4
A God Without a Universe,1.0,4.0
The Olsen Gang in Jutland,10.0,7.3
Me and Charly,5.0,7.4
Barbara,4.0,5.5
Bye Bye Blue Bird,3.0,7.3
Savage,2.0,6.0
Lamb,21.0,6.8
Kóblic,15.0,6.3
Neo Tokyo,12.0,6.6
Rampo Noir,8.0,5.6
Film Noir,5.0,6.3
The Stool Pigeon,16.0,5.4
KISS: Rocks Vegas,0.0,0.0
Swiss Army Man,839.0,6.8
The von Trapp Family: A Life of Music,6.0,5.5
A Violent Prosecutor,25.0,7.6
Jonas Brothers: The Concert Experience,23.0,5.7
Seven,8.0,5.9
Already Tomorrow in Hong Kong,38.0,5.7
Shooting Stars,4.0,7.5
The Red Siren,4.0,4.0
Les deux timides,1.0,5.0
I Married Who?,6.0,5.0
Azhar,11.0,5.6
The Count of Monte-Cristo,30.0,6.1
The Do-Over,468.0,5.6
Office,6.0,6.8
Nise: The Heart of Madness,19.0,7.6
Before I Wake,416.0,6.2
Graduation,54.0,6.7
The Video Dead,20.0,5.0
Counting,3.0,8.3
Fifi Howls from Happiness,2.0,8.0
Sharkansas Women's Prison Massacre,10.0,5.7
Evening's Civil Twilight in Empires of Tin,0.0,0.0
Building a Broken Mousetrap,0.0,0.0
Beyond the Rising Moon,2.0,6.0
The Bandit Hound,2.0,8.0
Life on the Line,54.0,5.3
Jack of the Red Hearts,25.0,7.3
The Stranger That Kneels Beside the Shadow of a Corpse,1.0,6.0
Coffin Full of Dollars,2.0,5.3
Ballad of Django,1.0,6.0
"Amigo, Stay Away",2.0,9.0
Death Smiles on a Murderer,8.0,6.1
Ladies' Doctor,1.0,1.0
Porno Holocaust,10.0,4.0
2020 Texas Gladiators,4.0,3.9
The Blade Master,15.0,1.9
Deep Blood,2.0,4.0
Kapoor & Sons (Since 1921),31.0,7.7
Abzurdah,16.0,7.0
Anders Matthesen: Tal For Dig Selv,9.0,6.8
The Ones Below,84.0,6.0
Anders Matthesen: Anden På Coke?,8.0,5.8
Snake Dancer,1.0,6.0
Angel of Destruction,4.0,5.8
8213: Gacy House,18.0,3.2
11/11/11,13.0,2.2
Zoombies,32.0,3.9
Gooby,7.0,3.4
Cool As Hell,1.0,3.0
Mr. Dough and the Egg Princess,8.0,7.1
Holidaze: The Christmas That Almost Didn't Happen,1.0,6.0
Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,4.0,8.3
Sexy Killer: You'll Die for Her,15.0,4.8
It's Only Money,4.0,4.1
Christmas in Compton,2.0,4.0
Daughter of Darkness,4.0,5.9
Spooky Town,2.0,5.3
Decadent Evil,5.0,2.4
Chicken,4.0,7.3
Knock Knock,7.0,3.1
I Am Slave,9.0,5.8
A Performance of Macbeth,2.0,5.0
One Girl's Confession,2.0,5.5
Freedom,1.0,5.0
Last Pair Out,0.0,0.0
…And the Fifth Horseman Is Fear,4.0,8.0
Embajadores en el infierno,2.0,4.3
Point Zero,1.0,4.0
Dead Man's Hand,2.0,4.5
Peter Rottentail,1.0,5.0
Teenage Mutant Ninja Turtles: Out of the Shadows,984.0,5.8
The Good Witch,34.0,5.6
Grizzly Rage,8.0,3.6
The Darkness,162.0,4.5
The Pool,7.0,6.3
Fast Getaway,5.0,6.2
A Taxing Woman's Return,3.0,6.3
Minbo: the Gentle Art of Japanese Extortion,1.0,4.5
Tales of a Golden Geisha,1.0,7.0
Camille,3.0,7.3
The Fundamentals of Caring,560.0,7.4
Inside Men,23.0,6.7
Brexit: The Movie,3.0,6.3
A Knight in Camelot,25.0,5.1
Baby Blood,9.0,6.1
Trance,11.0,7.0
Beck,13.0,6.4
Jackie Chan: My Stunts,18.0,7.0
No Filter,31.0,6.1
The Gambler,3.0,4.3
Elstree 1976,7.0,6.1
Locked In,5.0,4.0
"Bumblefuck, USA",1.0,6.0
Love on the Dole,4.0,6.0
After Eden,1.0,5.0
Popstar: Never Stop Never Stopping,348.0,6.6
Loot,3.0,8.0
Bullet to Beijing,8.0,3.4
Tab Hunter Confidential,12.0,7.6
Next Time I'll Aim for the Heart,89.0,5.6
All About Our House,4.0,5.6
A Midsummer Night's Dream,6.0,6.2
Guns for Hire,8.0,5.1
United States of Love,4.0,5.5
Lost and Beautiful,5.0,7.0
Marguerite & Julien,29.0,5.8
Art of the Prank,0.0,0.0
Future Shock! The Story of 2000AD,6.0,7.3
La muerte de Jaime Roldós,0.0,0.0
Dark Signal,13.0,3.7
Old Fashioned: The Story of the Wisconsin Supper Club,1.0,10.0
Below Zero,12.0,4.4
Flamenco Flamenco,4.0,6.6
The Making of a Lady,5.0,5.0
Mad Love,7.0,7.0
The Bremen Town Musicians,15.0,6.2
Urge,44.0,4.5
Planet Earth,176.0,8.8
Life,65.0,8.5
Monkey Planet,0.0,0.0
Dylan Moran: Off The Hook,1.0,7.0
The Great Waltz,0.0,0.0
All the Way,90.0,6.6
Toad Road,11.0,4.7
The Night Holds Terror,3.0,3.2
Highway 301,5.0,6.6
Bo Burnham: Make Happy,56.0,8.4
Troublemakers: The Story of Land Art,1.0,5.0
Boris - Il film,74.0,6.8
The Conjuring 2,2018.0,7.0
Alexander Hamilton,1.0,4.0
Captive,2.0,2.0
Circuitry Man II: Plughead Rewired,4.0,3.0
Eyes of Crystal,7.0,6.0
Living on Love,0.0,0.0
Meet the Hitlers,0.0,0.0
UFOs: The Best Evidence Ever Caught on Tape,0.0,0.0
The Final Master,15.0,6.8
Weiner,51.0,7.7
The Shaolin Avengers,5.0,4.9
Shaolin Prince,4.0,5.9
The Demented,35.0,4.6
The Dresser,19.0,6.8
The Girl Said No,1.0,6.0
The Lady of Scandal,1.0,6.0
The Red Mill,3.0,5.0
The Savage Five,5.0,5.6
When a Man Loves,0.0,0.0
Next Year If All Goes Well,1.0,6.0
Never Back Down: No Surrender,72.0,6.8
Approaching the Unknown,89.0,5.1
Tap Roots,2.0,6.3
Pelé: Birth of a Legend,175.0,7.3
The Captive Heart,7.0,5.9
Bienvenue à bord,118.0,5.3
Beş Şehir,5.0,7.1
Brothers and Sisters of the Toda Family,4.0,7.3
Dragnet Girl,2.0,6.0
Eroica,2.0,5.0
Day One,3.0,4.7
Man on the Tracks,4.0,5.4
Dead Run,2.0,1.0
(Dis)Honesty: The Truth About Lies,21.0,6.8
Andron,49.0,3.9
Julia X,34.0,4.4
Oy Vey! My Son Is Gay!,5.0,5.7
Comment c'est Loin,177.0,7.2
The Witness,27.0,7.1
Seven Journeys,1.0,5.0
Prey,2.0,5.0
Colossus of the Arena,0.0,0.0
Goliath and the Sins of Babylon,1.0,5.5
Master Stroke,0.0,0.0
Seven Times Seven,0.0,0.0
The Weekend Murders,5.0,6.5
"Stanza 17-17 palazzo delle tasse, ufficio imposte",0.0,0.0
California,4.0,5.3
Hard Sell,13.0,5.6
"Stranger, Say Your Prayers!",0.0,0.0
The Four Who Came to Kill Sartana,0.0,0.0
Savage Guns,2.0,4.8
Ghostbusters,2203.0,5.3
Kung Fu Mahjong,5.0,5.5
Henry Gamble's Birthday Party,20.0,5.6
You and I,18.0,4.9
Fatal Contact,10.0,5.8
The Caretaker,4.0,3.5
The Condemned 2,31.0,4.1
Car Trouble,0.0,0.0
Truckfighters,1.0,10.0
Café. Waiting. Love,19.0,6.3
Confession,4.0,8.8
Multiple Maniacs,20.0,6.1
Cell,325.0,4.4
Gridlocked,42.0,5.2
Sorceress,10.0,4.2
Route 181: Fragments of a Journey in Palestine-Israel,1.0,8.0
Shadow Run,1.0,7.0
Nasty Habits,0.0,0.0
A Dragon Arrives!,6.0,3.9
Into Pitch Black,10.0,4.8
Doomsdays,3.0,5.7
Sonja and the Bull,7.0,4.9
Junkers Come Here,2.0,7.0
Miss Julie,4.0,5.8
Hitler - Never Heard of Him,2.0,8.5
The Funhouse Massacre,30.0,5.8
Girl in Woods,10.0,4.8
The Corpse of Anna Fritz,52.0,6.1
Mythica: The Necromancer,27.0,5.5
Complete Unknown,47.0,4.9
Kobe Bryant's Muse,6.0,7.7
Angels One Five,13.0,5.8
Hidden Away,26.0,7.6
The Neanderthal Man,6.0,4.3
The Hero of Color City,4.0,6.3
Bang Gang (A Modern Love Story),99.0,4.3
Intruders,2.0,6.5
Brigada criminal,1.0,5.0
The Asian Connection,13.0,4.1
Vares: Gambling Chip,7.0,5.7
Vares: Tango of Darkness,7.0,6.1
Vares - The Girls of April,11.0,5.3
Garter Snake,10.0,5.7
Oldboys,7.0,5.4
The Art of Organized Noize,5.0,8.0
Gangnam Blues,18.0,6.9
Blackway,79.0,4.9
To Catch a Killer,13.0,5.7
Identicals,13.0,4.1
Adam Green's Aladdin,2.0,6.5
The Hive,5.0,4.2
No Man's Woman,5.0,4.3
Like Crazy,187.0,7.3
Styria,8.0,5.1
Life Feels Good,23.0,7.5
Fasten Your Seatbelts,52.0,6.8
The Resurrection of Jake the Snake,17.0,7.6
Conseil de famille,2.0,3.0
Womanlight,2.0,6.5
The Secret of Nikola Tesla,10.0,6.6
Double Identity,18.0,5.3
Invasion of the Saucer-Men,10.0,5.2
Future Kick,2.0,5.5
Killers on Parade,2.0,5.8
What Now? Remind Me,2.0,5.0
The Bengali Night,0.0,0.0
The Kingdom of Diamonds,5.0,6.9
Robbery,9.0,6.6
Be Somebody,34.0,6.6
Stockholm,20.0,6.9
Will You Still Love Me Tomorrow?,4.0,6.4
Night World,6.0,8.2
Fixing Frank,2.0,6.0
Essaye-moi,12.0,5.8
Fratricide,3.0,6.0
Central Intelligence,1699.0,6.2
Aarakshan,11.0,5.6
Abhijan,5.0,8.0
Chakravyuh,3.0,4.8
Dasvidaniya,6.0,7.0
Do Dooni Chaar,4.0,4.0
Dum Maaro Dum,7.0,5.4
The Three Men of Melita Zganjer,1.0,4.0
Redemption Trail,0.0,0.0
O.J.: Made in America,73.0,8.5
"Mother, May I Sleep with Danger?",15.0,5.4
Curse of the Faceless Man,6.0,5.3
Ragin Cajun Redneck Gators,11.0,3.3
Miami Magma,13.0,4.4
Udta Punjab,32.0,7.4
Unaware,5.0,4.8
Broadway to Cheyenne,0.0,0.0
Parole Girl,2.0,5.0
AC/DC- Let There Be Rock,10.0,7.9
Roots,13.0,7.3
We are Twisted Fucking Sister!,14.0,5.9
The Drummer,4.0,7.5
The Locked Door,2.0,5.8
I Love Hong Kong,6.0,5.9
"The Life and Death of 9413, a Hollywood Extra",9.0,5.4
I Love Hong Kong 2012,2.0,5.0
Clock Cleaners,13.0,7.4
The Band Concert,22.0,7.5
Almost Human,40.0,4.6
Bloodmoon,5.0,7.4
Rise of the Gargoyles,16.0,4.4
Devil Dogs of the Air,2.0,8.0
How to Let Go of the World and Love All the Things Climate Can't Change,2.0,4.0
Mansquito,8.0,4.8
Sicario,4.0,6.6
Suited,2.0,7.0
Swing Fever,0.0,0.0
The Millionaire,1.0,6.0
"The Strange History of Don't Ask, Don't Tell",0.0,0.0
The Time of Your Life,0.0,0.0
Trenchcoat,3.0,5.3
Gayby Baby,12.0,6.0
Makeup Room,0.0,0.0
A Letter to Uncle Boonmee,7.0,6.1
Genius,174.0,6.5
Rags,31.0,5.8
Barrela: Escola de Crimes,0.0,0.0
The Asphalt Kiss,4.0,6.4
El Estudiante,5.0,6.6
Besame Mucho,1.0,6.0
Golden Mouth,0.0,0.0
Mais Uma Vez Amor,0.0,0.0
Fantastic Lies,2.0,4.5
IP5: The Island of Pachyderms,5.0,6.1
Thithi,8.0,7.8
The Wooden Horse,7.0,6.8
Beautiful Mystery,2.0,5.5
Internet Famous,24.0,4.0
Dead Rising: Endgame,56.0,5.0
Header,4.0,5.8
Wild Palms,7.0,5.9
Doc Martin,9.0,5.6
Te3n,23.0,6.8
Jason Bourne,2386.0,5.9
The Maid's Room,4.0,4.8
Catastrophe,1.0,6.0
Ghanchakkar,14.0,4.9
Khichdi: The Movie,3.0,2.7
"LSD: Love, Sex aur Dhokha",9.0,6.6
Mirch,2.0,2.3
Miss Lovely,5.0,5.7
Oye Lucky! Lucky Oye!,18.0,7.1
Phas Gaye Re Obama,14.0,6.2
Saheb Biwi Aur Gangster Returns,6.0,6.6
Shamitabh,18.0,5.8
Stanley Ka Dabba,8.0,6.7
Tere Naal Love Ho Gaya,8.0,5.3
When the Dragon Swallowed the Sun,0.0,0.0
The Snake Brothers,3.0,7.3
The Great Alone,2.0,6.5
Adventures in Babysitting,71.0,7.1
Without Memory,2.0,6.0
Spasms,7.0,5.5
Cries in the Night,7.0,6.3
Thirst,14.0,4.9
Apache Vengeance,3.0,3.7
The Plainsman,0.0,0.0
Hail! Mafia,0.0,0.0
The Winding Stream,5.0,6.8
Dead 7,23.0,4.2
Curious George: A Very Monkey Christmas,1.0,7.0
The Trail of Blood,0.0,0.0
Sympathy for the Underdog,7.0,6.6
Soundless,9.0,6.5
Underworld Beauty,8.0,5.3
Adult Life Skills,18.0,6.3
Time Again,0.0,0.0
St George's Day,10.0,4.8
Horror Hospital,19.0,4.9
Dope Mania,3.0,4.5
Swallows and Amazons,6.0,7.1
Black November,4.0,6.4
De Palma,33.0,7.3
Raman Raghav 2.0,27.0,7.1
Septembers of Shiraz,26.0,5.7
Minimalism: A Documentary About the Important Things,53.0,6.7
Drag Becomes Him,1.0,8.0
The Legend of Tarzan,2488.0,5.5
The Purge: Election Year,1356.0,6.1
Mike and Dave Need Wedding Dates,901.0,5.9
Ice Age: Collision Course,1170.0,5.6
Lights Out,1174.0,6.3
Pete's Dragon,697.0,6.2
Mythica: The Iron Crown,14.0,5.9
Detective K: Secret of the Lost Island,6.0,7.5
The Duel,82.0,5.5
Memory Run,1.0,4.5
No Stranger Than Love,22.0,4.5
Boom Bust Boom,2.0,6.5
Survive and Advance,2.0,10.0
Les Tuche 2: Le rêve américain,239.0,5.7
The Mutilator,16.0,5.7
The Demolitionist,6.0,5.3
The Hatter's Ghost,8.0,5.8
Boot Hill,23.0,5.7
I'm for the Hippopotamus,104.0,6.2
Big Man - A Policy for Hell,0.0,0.0
Big Man - An Unusual Insurance,0.0,0.0
The Throne,17.0,6.7
A Field Full of Secrets,1.0,4.0
Indignation,69.0,6.8
Goat,50.0,5.3
Black Mountain Side,31.0,4.9
La Chance de ma vie,79.0,5.6
Hide and Seek,19.0,6.7
Tallulah,203.0,6.8
Dobbiamo parlare,17.0,5.6
The Last Will Be the Last,43.0,6.6
First Light,8.0,5.7
Le nozze di Laura,1.0,1.0
Don't Be Bad,181.0,7.8
Storie sospese,5.0,5.0
The ReZort,87.0,5.5
The Phenom,24.0,5.6
The Trench,12.0,5.6
Palio,9.0,7.9
Marauders,148.0,5.9
The Birth of the Tramp,5.0,7.0
From A to B,5.0,7.8
Jeremiah,9.0,5.4
The Father's Love,0.0,0.0
Patterns of Evidence: The Exodus,3.0,8.3
Solomon,6.0,6.3
Steel Cold Winter,6.0,6.6
Carnage Park,33.0,5.6
Dragons: A Fantasy Made Real,5.0,7.1
The Nightmare,26.0,6.3
The Blue Hour,10.0,6.6
Absolutely Fabulous: The Movie,86.0,5.3
Candy Stripers,7.0,4.1
Manhole,12.0,6.4
Piper,487.0,8.2
Exhibit A,11.0,5.1
She's Beautiful When She's Angry,14.0,7.8
They Will Have to Kill Us First,1.0,5.0
Fastball,15.0,7.0
Pond Hockey,0.0,0.0
The Adderall Diaries,47.0,5.1
The Good Life,4.0,7.0
21 Days,3.0,4.7
Action in Arabia,1.0,6.0
Catalina Caper,5.0,2.3
The Pace That Kills,4.0,2.8
Cowboy Canteen,0.0,0.0
Cowboy Cavalier,0.0,0.0
Destry,10.0,4.7
Heart Like a Hand Grenade,1.0,6.0
The Antwerp Dolls,4.0,5.5
Fair Game,9.0,5.8
Traded,17.0,4.8
Home in Oklahoma,0.0,0.0
It Always Rains on Sunday,7.0,6.8
Judge Hardy and Son,2.0,6.3
Lafayette Escadrille,1.0,5.0
Night Train,5.0,6.9
Springtime in the Sierras,1.0,4.0
Quarantine L.A.,11.0,4.0
The Asylum,3.0,3.7
The Avenging Eagle,5.0,6.4
The Beach Boys: An American Band,1.0,8.0
The Bronze Buckaroo,0.0,0.0
The Desert Song,1.0,6.0
The Desert Song,0.0,0.0
The Journey,3.0,7.7
Sancharram,3.0,5.3
The Journey,0.0,0.0
Die Reise,1.0,5.0
The Journey,2.0,5.3
The Remarkable Mr. Pennypacker,0.0,0.0
W.A.R.: Women Against Rape,1.0,4.0
Atomic War Bride,2.0,5.0
¡Por mis... pistolas!,3.0,5.0
El profe,4.0,5.5
"No eres tú, soy yo",13.0,5.8
Hazard,5.0,7.4
Into a Dream,2.0,6.0
The Wildman of Kentucky: The Mystery of Panther Rock,0.0,0.0
Young Dragons: Kung Fu Kids II,1.0,6.0
Lifeline,0.0,0.0
Disney's American Legends,2.0,6.3
The Red Turtle,241.0,7.6
Au revoir l'été,3.0,8.3
Hospitalité,3.0,6.3
Symptoms,9.0,5.8
The Dog Lover,6.0,5.3
Notes on Blindness,15.0,7.5
La vida alrededor,1.0,5.0
Mickey Mouse in Vietnam,7.0,5.1
Escalation,0.0,0.0
Satanic,102.0,4.0
"Life, Animated",49.0,7.9
The Innocents,87.0,7.1
The Kind Words,1.0,5.0
Eat that Question: Frank Zappa in His Own Words,3.0,8.3
Three,19.0,5.8
Argentina,2.0,3.3
Presenting Princess Shaw,3.0,6.7
He Who Must Die,5.0,4.5
"Right Now, Wrong Then",19.0,7.6
Distracted,18.0,5.8
Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),8.0,7.8
Porta dos Fundos: Contrato Vitalício,19.0,4.3
El señor doctor,4.0,5.6
Don Quijote cabalga de nuevo,3.0,5.2
El ministro y yo,1.0,6.0
El patrullero 777,2.0,7.0
El barrendero,5.0,6.5
The Rolling Stones Rock and Roll Circus,10.0,7.4
Nerve,2262.0,7.1
Code of Honor,17.0,4.1
Moonfire,0.0,0.0
Rabbit's Moon,10.0,7.0
Puce Moment,11.0,6.5
You're Human Like the Rest of Them,0.0,0.0
Unfair!,0.0,0.0
Paradigm,0.0,0.0
On Reflection: B.S. Johnson on Dr. Samuel Johnson,0.0,0.0
Fat Man on a Beach,1.0,6.5
The Seashell and the Clergyman,10.0,7.3
Hellevator,18.0,5.2
Sully,2106.0,7.0
Slack Bay,68.0,5.7
The Son of Joseph,4.0,6.5
The Demons,9.0,6.4
The Student,25.0,6.3
It's Only the End of the World,411.0,7.3
Aloys,15.0,7.7
The Forbidden Dance,7.0,2.9
Skinheads,2.0,2.0
Final Justice,6.0,1.3
Wacko,5.0,5.4
The Return,3.0,2.3
Black Shampoo,4.0,6.3
The Bad Bunch,2.0,6.5
The Portal,6.0,7.3
Jim Jefferies: Freedumb,26.0,7.8
Dirty Lies,3.0,6.7
Till Luck Do Us Part,51.0,6.4
Crazy Eyes,5.0,4.3
The Grandmother,32.0,7.2
Sultan,71.0,7.0
La caliente niña Julietta,0.0,0.0
The Ordeal of Patty Hearst,0.0,0.0
The House of Light,0.0,0.0
51 Degrees North,1.0,4.0
Webmaster,9.0,5.0
Charlie,10.0,7.4
Cartola - Música Para os Olhos,0.0,0.0
The Miki Howard Story,1.0,5.0
The Devil Strikes at Night,4.0,6.8
The Sons of Great Bear,1.0,5.0
One Day Like Rain,3.0,4.7
Here,9.0,6.3
Goldstone,21.0,6.4
Up for Love,199.0,6.0
Irène,6.0,6.9
The Benefactor,102.0,4.7
Countdown,18.0,5.0
Dead Sea,8.0,2.4
"10,000 Black Men Named George",0.0,0.0
Lake Eerie,28.0,3.4
La nostra terra,4.0,6.0
The Last King,47.0,5.2
